"geoId","state","town","lat","lng","primary"
"4932943","MA","Chesterfield","42.3923","-72.8256","1"
"4932957","MA","Chestnut Hill","42.316400000000016","-71.1612","0"
"4933002","MA","Chicopee","42.16992020202019","-72.58347272727283","1"
"4933426","MA","Clinton","42.41810000000001","-71.68280000000003","1"
"4933533","MA","Cohasset","42.2395","-70.8128","1"
"4933660","MA","Colrain","42.679","-72.7265","1"
"4933743","MA","Concord","42.45706078431371","-71.37614313725486","1"
"4933841","MA","Conway","42.5138","-72.7025","1"
"4933989","MA","Cotuit","41.6243","-70.4364","1"
"4934321","MA","Cummington","42.4633","-72.9202","1"
"4934429","MA","Dalton","42.475","-73.1603","1"
"4934500","MA","Danvers","42.56939999999999","-70.94250000000008","1"
"4934664","MA","Dedham","42.2437","-71.16370000000005","1"
"4934711","MA","Deerfield","42.5406","-72.6072","1"
"4934749","MA","Dennis","41.7322","-70.1911","1"
"4934753","MA","Dennis Port","41.6649","-70.1327","0"
"4934827","MA","Dighton","41.8125","-71.1427","1"
"4934964","MA","Dorchester","42.29500975609762","-71.07185853658551","1"
"4934999","MA","Douglas","42.0528","-71.7509","1"
"4935010","MA","Dover","42.2362","-71.2854","1"
"4935038","MA","Dracut","42.67640000000004","-71.31860000000005","1"
"4935125","MA","Dudley","42.0489","-71.8932","1"
"4935195","MA","Dunstable","42.6739","-71.4952","1"
"4935211","MA","Duxbury","42.039899999999996","-70.71630000000002","1"
"4935330","MA","East Bridgewater","42.0315","-70.94499999999996","0"
"4935347","MA","East Brookfield","42.2193","-72.0481","0"
"4935385","MA","East Freetown","41.7635","-70.9677","0"
"4935434","MA","East Longmeadow","42.067199999999985","-72.50559999999997","0"
"4935472","MA","East Otis","42.1909","-73.0517","0"
"4935495","MA","East Sandwich","41.7283","-70.44","0"
"4935524","MA","East Taunton","41.8736","-71.0192","0"
"4935534","MA","East Walpole","42.1532","-71.2179","0"
"4935535","MA","East Wareham","41.7682","-70.6532","0"
"4935540","MA","East Weymouth","42.21399999999996","-70.92029999999997","0"
"4935578","MA","Eastham","41.8408","-69.9849","1"
"4935582","MA","Easthampton","42.266800000000025","-72.66900000000001","1"
"4935645","MA","Edgartown","41.3889","-70.5339","1"
"4935939","MA","Erving","42.6076","-72.4292","1"
"4935946","MA","Essex","42.6286","-70.7828","1"
"4936008","MA","Everett","42.4112","-71.05140000000004","1"
"4936087","MA","Fairhaven","41.640899999999995","-70.88959999999999","1"
"4936159","MA","Fall River","41.70588478260862","-71.14847826086961","1"
"4936174","MA","Falmouth","41.5648","-70.62170000000002","1"
"4936276","MA","Fayville","42.2934","-71.5028","1"
"4936307","MA","Feeding Hills","42.0718","-72.67510000000001","0"
"4936779","MA","Fisherville","42.176","-71.6927","1"
"4936792","MA","Fiskdale","42.1228","-72.1178","1"
"4936812","MA","Fitchburg","42.57960000000002","-71.80310000000006","1"
"4936941","MA","Florence","42.3219","-72.69280000000002","1"
"4937033","MA","Forestdale","41.6827","-70.5143","1"
"4937222","MA","Foxborough","42.06490000000001","-71.24409999999995","1"
"4937230","MA","Framingham","42.29015175438592","-71.43028947368425","1"
"4937276","MA","Franklin","42.09349999999996","-71.40580000000001","1"
"4937557","MA","Gardner","42.574","-71.98980000000003","1"
"4937684","MA","Georgetown","42.72809999999999","-70.98220000000002","1"
"4937751","MA","Gill","42.6404","-72.4995","1"
"4937829","MA","Gloucester","42.62079999999998","-70.67209999999994","1"
"4938048","MA","Grafton","42.20039999999999","-71.68679999999998","1"
"4938064","MA","Granby","42.2557","-72.52","1"
"4938092","MA","Granville","42.1127","-72.952","1"
"4938157","MA","Great Barrington","42.19590000000004","-73.3607000000001","1"
"4938378","MA","Greenfield","42.60129999999996","-72.62359999999993","1"
"4938501","MA","Groveland","42.75299999999999","-71.027","1"
"4938574","MA","Hadley","42.36059999999999","-72.5715","1"
"4938652","MA","Halifax","42.0002","-70.84479999999999","1"
"4938738","MA","Hampden","42.08074285714286","-72.45241428571428","1"
"4938829","MA","Hanson","42.0616","-70.8651","1"
"4938836","MA","Hanover","42.1214","-70.85699999999999","1"
"4938862","MA","Hardwick","42.34266666666667","-72.21640000000001","1"
"4938957","MA","Harvard","42.4986","-71.57529999999998","1"
"4939004","MA","Harwich","41.70080000000001","-70.0579","1"
"4939008","MA","Harwich Port","41.6703","-70.0722","0"
"4939048","MA","Hatfield","42.3844","-72.6167","1"
"4939085","MA","Haverhill","42.7729275362319","-71.09153188405799","1"
"4939157","MA","Haydenville","42.3818","-72.7032","1"
"4939191","MA","Head of Westport","41.621099999999984","-71.08899999999996","0"
"4939549","MA","Hingham","42.22473698630132","-70.89108219178074","1"
"4939561","MA","Hinsdale","42.4298","-73.0724","1"
"4939637","MA","Holbrook","42.1464","-71.0083","1"
"4939647","MA","Holden","42.34199999999999","-71.84140000000001","1"
"4939671","MA","Holland","42.0403","-72.1544","1"
"4939693","MA","Holliston","42.2026","-71.43609999999995","1"
"4939783","MA","Holyoke","42.20203650793655","-72.6260412698413","1"
"4939862","MA","Hopedale","42.1268","-71.5376","1"
"4939881","MA","Hopkinton","42.21900000000004","-71.53020000000008","1"
"4939991","MA","Housatonic","42.2653","-73.3745","1"
"4940075","MA","Hubbardston","42.4865","-72.0012","1"
"4940094","MA","Hudson","42.39180000000003","-71.56089999999996","1"
"4940134","MA","Hull","42.2853","-70.8754","1"
"4940190","MA","Hyannis","41.66010000000004","-70.29669999999999","1"
"4940202","MA","Hyde Park","42.253999999999984","-71.12609999999997","0"
"4940314","MA","Indian Orchard","42.1532","-72.505","1"
"4940625","MA","Ipswich","42.68089999999999","-70.84940000000005","1"
"4940764","MA","Jamaica Plain","42.31199999999992","-71.10810000000015","0"
"4940817","MA","Jefferson","42.3755","-71.8706","1"
"4941383","MA","Kingston","41.994999999999976","-70.741","1"
"4941604","MA","Lakeville","41.8374","-70.95820000000002","1"
"4941635","MA","Lancaster","42.44442","-71.686","1"
"4941659","MA","Lanesborough","42.517299999999985","-73.22819999999982","1"
"4941720","MA","Lawrence","42.70346033057851","-71.16436942148768","1"
"4941797","MA","Lee","42.298999999999985","-73.23170000000003","1"
"4941819","MA","Leeds","42.3543","-72.7034","1"
"4941835","MA","Leicester","42.237","-71.91880000000002","1"
"4941853","MA","Lenox","42.36419999999999","-73.2713","1"
"4941856","MA","Lenox Dale","42.3386","-73.2509","1"
"4941873","MA","Leominster","42.52739999999996","-71.7563","1"
"4941899","MA","Leverett","42.4682","-72.4993","1"
"4941935","MA","Lexington","42.44745411764703","-71.2259964705882","1"
"4942021","MA","Lincoln","42.4217","-71.3137","1"
"4942099","MA","Linwood","42.0973","-71.6448","1"
"4942300","MA","Littleton","42.54010000000001","-71.4877","1"
"4942508","MA","Longmeadow","42.0507","-72.5676","1"
"4942618","MA","Lowell","42.6380223021583","-71.32050863309355","1"
"4942744","MA","Ludlow","42.17280000000004","-72.471","1"
"4942767","MA","Lunenburg","42.58839999999999","-71.72659999999999","1"
"4942807","MA","Lynn","42.47287678571429","-70.9576848214286","1"
"4942821","MA","Lynnfield","42.53269999999999","-71.0339","1"
